tokens,labels,source
"['पिछले', 'दिनों', 'आपने', 'देखा', 'होगा', 'काशी', 'की', 'संगीत', 'की', 'दुनिया', 'को', 'हैरिटेज', 'में', 'स्थान', 'मिला', '।']","['O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['एकता', 'कपूर', 'ने', 'स्मृति', 'ईरानी', 'के', 'बेटे', 'पर', 'बरसाया', 'प्यार']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['पौलुस', 'के', 'सफर', 'के', 'ब्यौरे', 'से', 'हम', 'क्या', 'सीख', 'सकते', 'हैं', '?']","['B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['सेंसेक्स', 'के', '30', 'में', 'से', '26', 'शेयर', 'लाल', 'निशान', 'में', 'बंद', 'हुए', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कैशलैस', 'भुगतान', 'के', 'लिए20करोड़', 'से', 'अधिक', 'रुपे', 'डेबिट', 'कार्ड', 'जारी', 'किए', 'गए', '।', ""'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['रेल', 'मंत्री', 'शेख', 'रशीद', 'अहमद', 'ने', 'घटना', 'की', 'एक', 'तत्काल', 'जांच', 'के', 'आदेश', 'दिए', 'हैं', '।']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['लंबी', 'प्रेस', 'दहलीज']","['O', 'O', 'O']",naamapadam_hi
"['1947', 'में', 'संयुक्त', 'राष्ट्र', 'द्वारा', 'पारित', 'फिलिस्तीन', 'के', 'लिए', 'संयुक्त', 'राष्ट्र', 'विभाजन', 'योजना', 'के', 'तहत', ',', 'हेब्रोन', 'को', 'अरब', 'राज्य', 'का', 'हिस्सा', 'बनने', 'की', 'कल्पना', 'की', 'गई', 'थी', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['चेल्सी', 'के', 'फुटबोलर', 'एश्ले', 'कोल', 'ने', 'विश्व', 'कप', 'के', 'लिये', 'चुनी', 'इंग्लैंड', 'की', 'टीम', 'से', 'बाहर', 'किए', 'जाने', 'के', 'बाद', 'अंतरराष्ट्रीय', 'फुटबॉल', 'से', 'सन्यास', 'की', 'घोषणा', 'की', '।']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कोर्स', 'समाप्त', 'होने', 'पर', 'सभी', 'छात्रों', 'को', 'फ्रांस', 'के', 'कमीशन', 'नेशनल', 'डी', 'सर्टिफिकेशन', 'प्रोफेशनल', '(', 'सीएनसीपी', ')', 'की', 'ओर', 'से', 'प्रमाणपत्र', 'दिया', 'जाएगा', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'फिल्म', 'में', 'अमिताभ', 'बच्चन', 'और', 'मौनी', 'रॉ', 'भी', 'नजर', 'आएंगे', '।']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O']",naamapadam_hi
"['पीएम', 'नरेंद्र', 'मोदी', 'तीन', 'देशों', 'के', 'दौरे', 'के', 'बाद', 'स्वदेश', 'लौटे']","['O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['गुड', 'लेबोरेटरी', 'प्रैक्टिस', '(', 'जीएलपी', ')', 'एक', 'गुणवत्ता', 'प्रणाली', 'है', ',', 'जिसे', 'आर्थिक', 'सहयोग', 'और', 'विकास', 'संगठन', '(', 'ओईसीडी', ')', 'द्वारा', 'विकसित', 'किया', 'गया', 'है', ',', 'ताकि', 'यह', 'सुनिश्चित', 'किया', 'जा', 'सके', 'कि', 'औद्योगिक', 'रसायनों', ',', 'फार्मास्यूटिकल्स', '(', 'मानव', 'और', 'पशु', 'चिकित्सा', ')', ',', 'एग्रोकेमिकल्स', ',', 'कॉस्मेटिक', 'जैसे', 'विभिन्न', 'रसायनों', 'पर', 'उत्पन्न', 'सुरक्षा', 'डेटा', 'उत्पादों', ',', 'भोजन', '/', 'फ़ीड', 'योजक', ',', 'और', 'चिकित्सा', 'उपकरणआदि', 'का', 'नियामक', 'अधिकारियों', 'द्वारा', 'भरोसा', 'किया', 'जा', 'सकता', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['राष्ट्रमंडल', 'खेलों', 'के', 'चैम्पियन', 'पारूपल्ली', 'कश्यप', 'और', 'युवा', 'एचएस', 'प्रणय', 'ने', 'बुधवार', 'को', 'यहां', 'अपने', 'अपने', 'मुकाबले', 'जीतकर', 'सिंगापुर', 'ओपन', 'सुपर', 'सीरीज', 'बैडमिंटन', 'टूर्नामेंट', 'के', 'पुरुष', 'एकल', 'के', 'दूसरे', 'दौर', 'में', 'जगह', 'बनाई', '।']","['O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['सीवीसी', 'ने', 'पाया', 'कि', 'सीबीआई', 'निदेशक', 'गंभीर', 'आरोपों', 'के', 'संबंध', 'में', 'आयोग', 'द्वारा', 'मांगे', 'गए', 'रिकॉर्ड', '/', 'फाइलों', 'को', 'उपलब्ध', 'कराने', 'में', 'सहयोग', 'नहीं', 'कर', 'रहे', 'हैं']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मैंने', 'थियोडोर', 'हर्जल', 'के', 'स्मारक', 'पर', 'पुष्पहार', 'भी', 'अर्पित', 'किया', '।']","['O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['चीफ', 'मेट्रोपोलिटन', 'मजिस्ट्रेट', 'दीपक', 'शेरावत', 'ने', 'यह', 'टिप्पणी', 'तब', 'की', 'जब', 'पुलिस', 'ने', 'बताया', 'कि', 'मंजूरी', 'देना', 'एक', 'प्रशासनिक', 'कार्रवाई', 'थी', 'और', 'उसके', 'बिना', 'भी', 'आरोपपत्र', 'दायर', 'किया', 'जा', 'सकता', 'है', '.']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['आज', 'मुंबई', 'में', 'एक', 'संवाददाता', 'सम्मेलन', 'में', 'श्री', 'पाटिल', 'ने', 'कहा', 'कि', 'राज्य', 'इकाई', 'भी', 'भाजपा', 'अध्यक्ष', 'अमित', 'शाह', 'के', 'साथ', 'समझौते', 'पर', 'चर्चा', 'कर', 'रही', 'है', '।']","['O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारतीय', 'किसान', 'यूनियन', 'के', 'प्रवक्ता', 'राकेश', 'टिकैत', 'ने', 'कहा', 'कि', 'सरकार', 'को', 'तीन', 'कानूनों', 'को', 'रद्द', 'करने', 'और', 'एमएसपी', 'के', 'लिए', 'कानूनी', 'गारंटी', 'देने', 'की', 'योजना', 'तैयार', 'करने', 'की', 'आवश्यकता', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कांग्रेस', 'सांसद', 'शशि', 'थरूर', 'ने', 'कहा', 'है', 'कि', 'लोकसभा', 'चुनावों', 'के', 'बाद', 'कांग्रेस', 'को', 'संकट', 'की', 'स्थिति', 'से', 'बाहर', 'निकालने', 'के', 'लिए', 'राहुल', 'गांधी', 'सर्वाधिक', 'उपयुक्त', 'व्यक्ति', 'हैं', '.']","['O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इसकी', 'जानकारी', 'फिल्म', 'ट्रेड', 'एनालिस्ट', 'तरण', 'आदर्श', 'ने', 'ट्विटर', 'पर', 'दी', 'है', 'और', 'साथ', 'ही', 'फिल्म', 'का', 'नया', 'पोस्टर', 'शेयर', 'किया', 'है', '.']","['O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'पर', 'बिहार', 'में', 'विपक्ष', 'के', 'नेता', 'तेजस्वी', 'यादव', 'ने', 'भी', 'ट्वीट', 'किया', 'है', '।']","['O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['सानिया', 'मिर्जा', 'महिला', 'और', 'मिश्रित', 'युगल', 'दोनों', 'के', 'तीसरे', 'दौर', 'में', 'जगह', 'बनाने', 'में', 'सफल', 'रही', 'जबकि', 'रोहन', 'बोपन्ना', 'और', 'पूरव', 'राजा', 'ने', 'भी', 'अपनी', 'जोड़ीदारों', 'के', 'साथ', 'मिलकर', 'यहां', 'विंबलडन', 'में', 'मिश्रित', 'युगल', 'मुकाबले', 'जीते', '।']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['एक', 'प्रमुख', 'महिला', 'कलाकार', 'के', 'रूप', 'में', 'उन्होंने', 'फिल्म', ""'"", 'रंगुला', 'रत्नम', ""'"", 'में', 'वाणीस्त्री', 'और', 'अंजलि', 'देवी', 'के', 'साथ', 'तेलुगु', 'फिल्म', 'में', 'डेब्यू', 'किया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['सुरेश', 'तिवारी', 'लखनऊ', 'छावनी', 'सीट', 'से', 'चुनाव', 'लड़ेंगे', 'जो', 'रीता', 'बहुगुणा', 'के', 'लोकसभा', 'के', 'लिए', 'चुने', 'जाने', 'से', 'खाली', 'हो', 'गई', 'थी', '।']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उनके', 'पति', ',', 'स्वराज', 'कौशल', ',', 'सोशलिस्ट', 'नेता', 'जॉर्ज', 'फ़र्नान्डिस', 'के', 'करीबी', 'थे', ',', 'और', 'इस', 'कारण', 'ही', 'वे', 'भी', '१९७५', 'में', 'फ़र्नान्डिस', 'की', 'विधिक', 'टीम', 'का', 'हिस्सा', 'बन', 'गयी', '।']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['एमसीएक्स', 'एक्सचेंज', 'पर', 'पांच', 'अगस्त', '2020', 'के', 'सोने', 'का', 'वायदा', 'भाव', 'बुधवार', 'सुबह', '0.18', 'फीसद', 'या', '87', 'रुपये', 'की', 'गिरावट', 'के', 'साथ', '49,172', 'रुपये', 'प्रति', '10', 'ग्राम', 'पर', 'ट्रेंड', 'कर', 'रहा', 'था', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['फोन', 'में', 'पावर', 'बैकअप', 'के', 'लिए', '6000mAh', 'की', 'बैटरी', 'दी', 'गई', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['जनरल', 'सुलेमानी', 'और', 'उनकी', 'Quds', 'फोर्स', 'सैंकड़ों', 'अमेरिकी', 'लोगों', 'और', 'अन्य', 'सहयोगी', 'सदस्यों', 'की', 'मौत', 'और', 'हजारों', 'को', 'घायल', 'करने', 'के', 'लिए', 'जिम्मेदार', 'थी', '।']","['O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['दरअसल', ',', 'ये', 'पहली', 'बार', 'है', 'कि', 'दिल्ली', 'में', 'एमसीडी', 'के', 'जरिए', 'बीजेपी', 'ने', 'जाति', 'का', 'कार्ड', 'खेला', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['बांदीपोरा', 'आतंकी', 'हमले', 'में', 'भाजपा', 'नेता', ',', 'उनके', 'भाई', 'और', 'पिता', 'की', 'गोली', 'मारकर', 'हत्या']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['परेड', 'की', 'कमान', 'दिल्ली', 'क्षेत्र', 'मुख्यालय', 'के', 'जनरल', 'ऑफिसर', 'कमांडिंग', 'लेफ्टिनेंट', 'जनरल', 'असित', 'मिस्त्री', 'के', 'द्वारा', 'संभाली', 'जाएगी', '।']","['O', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['क्या', 'यह', 'दिल्ली', 'पुलिस', 'का', 'निर्वाचित', 'मुख्यमंत्री', 'की', 'रक्षा', 'के', 'लिए', 'अक्षम', 'प्रयास', 'है', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारत', 'के', 'राष्ट्रपति', ',', 'श्री', 'प्रणब', 'मुखर्जी', 'ने', 'संयुक्त', 'राज्य', 'अमरीका', 'के', 'स्वतंत्रता', 'दिवस', ',', '(', '4', 'जुलाई', ',', '2013', ')', 'के', 'अवसर', 'पर', 'संयुक्त', 'राज्य', 'अमरीका', 'की', 'सरकार', 'और', 'जनता', 'को', 'बधाई', 'और', 'शुभकामनाएं', 'दीं', '।']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'B-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['""', 'दिल्ली', 'के', 'इंद्रप्रस्थ', 'अपोलो', 'हॉस्पिटल', 'के', 'वरिष्ठ', 'कंसल्टैंट', '(', 'आंतरिक', 'चिकित्सा', ')', 'सुरनजीत', 'चटर्जी', 'ने', 'आईएएनएस', 'को', 'बताया', ',', '""', '""', 'घबराने', 'की', 'कोई', 'जरूरत', 'नहीं', 'है', ',', 'लेकिन', 'अगर', 'आपमें', 'इस', 'बीमारी', 'के', 'लक्षण', 'हैं', 'या', 'आपने', 'हाल', 'ही', 'में', 'उस', 'राज्य', 'की', 'यात्रा', 'की', 'है', 'तो', 'फौरन', 'चिकित्सक', 'से', 'मिलें', '.', '""', '""', '""']","['O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मुझे', 'नायर', 'सर्विस', 'सोसायटी', 'द्वारा', 'नई', 'दिल्ली', 'में', 'स्थापित', 'किए', 'गए', 'मन्नान', 'अंतरराष्ट्रीय', 'केन्द्र', 'का', 'उद्घाटन', 'करके', 'प्रसननता', 'हुई', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'I-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'राहुल', 'है', 'और', 'मेरा', 'मोबाइल', 'नंबर', '9988776655', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'B-PHONE_NUM', 'O']",synthetic_hi
"['इसे', '26', 'सितंबर', ',', '2006', 'के', 'प्रधानमंत्री', 'द्वारा', 'दिए', 'गए', 'वक्तव्य', 'के', 'साथ', '-', 'साथ', 'संयुक्त', 'राष्ट्र', 'महासभा', 'में', 'निरस्त्रीकरण', 'और', 'अंतर्राष्ट्रीय', 'सुरक्षा', 'देख', 'रही', 'पहली', 'समिति', 'की', 'बैठक', 'में', 'भारतीय', 'प्रतिनिधिमंडल', 'द्वारा', 'दिए', 'गए', 'वक्तव्यों', 'सहित', 'संयुक्त', 'राष्ट्र', 'महासभा', 'में', 'कई', 'अवसरों', 'पर', 'कहा', 'गया', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इसी', 'प्रकार', 'चीन', 'के', 'लोग', 'चीन', 'में', 'एक', 'साम्राज्यवादी', 'विरोधी', 'संघर्ष', 'को', 'दबाने', 'के', 'लिए', 'ब्रिटिश', 'भारत', 'सैन्य', 'टुकडि़यों', 'को', 'भेजने', 'के', 'बाद', '1925में', 'चीन', 'में', 'भारतीय', 'राष्ट्रीय', 'कांग्रेस', 'के', 'आंदोलन', 'को', 'सराहनापूर्वक', 'याद', 'करते', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['तेंडुलकर', 'ने', 'घरेलू', 'सरजमीं', 'पर', '142', 'मैच', 'में', '46.12', 'की', 'औसत', 'से', '5766', 'और', 'विदेशी', 'सरजमीं', 'पर', '127', 'मैच', 'में', '35.48', 'की', 'औसत', 'से', '4187', 'रन', 'बनाए', 'हैं', 'लेकिन', 'वह', 'सबसे', 'अधिक', 'सफल', 'तटस्थ', 'स्थानों', 'पर', 'रहे', 'हैं', 'जहां', 'उन्होंने', '140', 'मैच', 'में', '6054', 'रन', 'बनाए', 'हैं', 'और', 'उनका', 'औसत', '50.87', 'है', '।']","['B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उन्होंने', 'कहा', ',', '""', 'यह', 'मुद्दा', 'बैठक', 'में', 'पुडुचेरी', 'द्वारा', 'भी', 'उठाया', 'गया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['परीक्षा', 'में', 'शामिल', 'होने', 'वाले', 'उम्मीदवार', 'आधिकारिक', 'वेबसाइट', 'upsc', '.', 'gov', '.', 'in', 'के', 'माध्यम', 'से', 'मेरिट', 'लिस्ट', 'की', 'जांच', 'कर', 'सकते', 'हैं', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['""', '""', '""', 'इस', 'अध्यायमेंहम', 'दंड', 'प्रक्रिया', 'संहिता', ',', '1973', 'के', 'एक', 'महत्वपूर्ण', 'उपबंध', '-', 'धारा', '197', '-', 'पर', 'विचार', 'करेंगे', 'जिसके', 'अधील', 'लोक', 'सेवकों', 'के', 'कतिपय', 'प्रवर्गों', 'को', 'समुचित', 'सरकार', 'कीमंजूरी', 'के', 'बिना', 'अभियोजित', 'नहीं', 'किया', 'जा', 'सकता', ',', 'शर्तयह', 'हैकिलोक', 'सेवक', 'द्वारा', 'अपराध', 'तब', 'किया', 'गया', 'हो', '\\', '""', '""', 'जब', 'वहअपने', 'पदीय', 'कर्तव्य', 'के', 'निर्वहन', 'मेंकार्यकररहाथायाजब', 'उसका', 'ऐसेकार्य', 'करना', 'तारितथा', '।', '\\', '""', '""', '""', '""', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['जिम', 'कोर्बेट']","['B-NAME_STUDENT', 'I-NAME_STUDENT']",naamapadam_hi
"['हमने', 'चेतावनी', 'दी', 'थी', 'कि', 'सीएए', 'गहरा', 'विभाजनकारी', 'है', 'और', 'इसे', 'निरस्त', 'या', 'छोड़', 'दिया', 'जाना', 'चाहिए', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['चंडीगढ़', '-', 'मोरिंडा', 'के', 'बीच', 'रेल', 'लिंक', 'का', 'काम', 'पूरा', 'हो', 'चुका', 'है', 'लेकिन', 'मोरिंडा', '-', 'साहनेवाल', 'के', 'बीच', '50', 'किलोमीटर', 'की', 'रेल', 'लाइन', 'का', 'काम', 'कई', 'सालों', 'से', 'लंबित', 'है', '।']","['B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['रमन', 'ने', 'कहा', 'कि', 'एएसआई', 'पंकज', 'शर्मा', ',', 'हेड', 'कांस्टेबल', 'बिचित्र', 'कुमार', 'स्वैन', 'और', 'कांस्टेबल', 'बीरबहादुर', 'यादव', 'ने', 'उसका', 'जीवन', 'बचाने', 'के', 'लिए', 'रक्तदान', 'किया', '।']","['B-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
